sch_code__,School_Nam,GTA06,DAUID,Enrolment
1160,MARTINGROVE COLLEGIATE INSTITUTE,345,35201713,1168
E0223,ECOLE SECONDAIRE ROMEO DALLAIRE,8501,35431321,157
5163,MAYFIELD SECONDARY SCHOOL,3012,35211225,1822
374,MISSISSAUGA SECONDARY SCHOOL,3697,35211745,1380
5511,MEADOWVALE SECONDARY SCHOOL,3638,35210607,1139
4141,MIDDLEFIELD COLLEGIATE INSTITUTE,2427,35190685,1357
9294,MIDLAND SECONDARY SCHOOL,8555,35430574,589
S878,PINEGROVE/ROSEMOUNT PUBLIC SCHOOL (677477),7001,35300403,54
6263,MILTON DISTRICT HIGH SCHOOL,4125,35240078,921
4142,MILLIKEN MILLS HIGH SCHOOL,2402,35190636,995
2241,MONARCH PARK COLLEGIATE INSTITUTE,264,35203878,866
C326,NATIVE LEARNING CENTRE - ALEXANDER,39,35204584,34
15,NANTYR SHORES SECONDARY SCHOOL,8559,35431302,1179
1168,MONSIGNOR FRASER COLLEGE (ISLINGTON CAMPUS),389,35202057,205
6139,NELSON HIGH SCHOOL,4071,35240486,996
4224,NEWMARKET HIGH SCHOOL,2619,35190936,1344
1342,NEWTONBROOK SECONDARY SCHOOL,446,35203979,886
2422,WEST END ALTERNATIVE SCHOOL,93,35201023,77
440,NACI SCHOOL,,35203061,976
1433,NORTH ALBION COLLEGIATE INSTITUTE,382,35203061,976
S749,NORTH PARK COLLEGIATE INSTITUTIONAL VOC SCHOOL,8901,35290139,1024
2255,NORTH TORONTO COLLEGIATE INSTITUTE,211,35202666,1203
5168,NORTH PARK SECONDARY SCHOOL,3372,35211159,1340
E0135,JUDITH NYMAN SECONDARY SCHOOL,3363,35210082,622
2256,NORTHERN SECONDARY SCHOOL,212,35202653,1896
1344,NORTHVIEW HEIGHTS SECONDARY SCHOOL,429,35202560,1547
3182,NORWOOD DISTRICT HIGH SCHOOL,8851,35150287,276
6325,OAKVILLE TRAFALGAR HIGH SCHOOL,4018,35240141,1245
2261,OASIS ALTERNATIVE SECONDARY SCHOOL,77,35204894,101
2260,OAKWOOD COLLEGIATE INSTITUTE,165,35201114,491
3259,ONEILL COLLEGIATE & VOCATIONAL INSTITUTE,1197,35180192,1206
E0128,MAXWELL HEIGHTS SECONDARY SCHOOL,1182,35181195,1573
5705,ORANGEVILLE DISTRICT SECONDARY SCHOOL,8401,35220125,1285
7512,ORCHARD PARK SECONDARY SCHOOL,5090,35250308,989
3260,OSHAWA CENTRAL COLLEGIATE INSTITUTE,1207,35180180,278
1064,MARC GARNEAU COLLEGIATE INSTITUTE,223,35200541,1667
E0200,BUR OAK SECONDARY SCHOOL,2434,35191184,1702
S726,PARIS DISTRICT HIGH,8901,35290293,823
738,PEEL ALTERNATIVE SCHOOL WEST,3820,35211565,39
2277,PARKDALE COLLEGIATE INSTITUTE,110,35204662,537
S307,PAULINE JOHNSON COLLEGIATE AND VOCATIONAL SCHOOL,8901,35290102,830
8744,ECOLE SECONDAIRE LE CARON,8555,35430557,138
8743,PENETANGUISHENE SECONDARY SCHOOL,8555,35430568,312
A006,BROOKLIN HIGH SCHOOL,1106,35181216,817
8954,PETERBOROUGH COLLEGIATE AND VOCATIONAL SCHOOL,8851,35150116,332
A050,JEAN AUGUSTINE SECONDARY SCHOOL,3431,35212174,0
3019,PICKERING HIGH SCHOOL,1074,35181040,2000
3316,PINE RIDGE SECONDARY SCHOOL,1031,35180423,1277
E0042,DSBN ACADEMY,6257,35260262,175
8178,PORT COLBORNE HIGH SCHOOL,6257,35260205,457
5538,PORT CREDIT SECONDARY SCHOOL,3648,35210753,1176
3403,PORT PERRY HIGH SCHOOL,1299,35180043,1112
S833,PRESTON HIGH SCHOOL,7237,35300948,1104
182,SEED ALTERNATIVE,271,35204576,101
1646,R H KING ACADEMY,545,35203281,1213
3262,R S MCLAUGHLIN COLLEGIATE & VOCATIONAL INSTITUTE,1190,35180207,914
1018,DR NORMAN BETHUNE COLLEGIATE INSTITUTE,591,35203929,1012
389,ROBERT BATEMAN HIGH SCHOOL,4076,35240493,797
5545,RICK HANSEN SECONDARY SCHOOL,3688,35210682,1624
4324,RICHMOND HILL HIGH SCHOOL,2236,35190518,1698
1174,RICHVIEW COLLEGIATE INSTITUTE,344,35203004,971
8203,RIDGEWAY-CRYSTAL BEACH HIGH SCHOOL,6042,35260676,410
2302,RIVERDALE COLLEGIATE INSTITUTE,269,35200696,1129
A444,PARKVIEW ALTERNATIVE SCHOOL,,35203594,96
E0110,BILL CROTHERS SECONDARY SCHOOL,2407,35190636,1453
E0138,SANDALWOOD HEIGHTS SECONDARY SCHOOL,3420,35211667,1317
2312,RUNNYMEDE COLLEGIATE INSTITUTE,127,35204635,734
7516,SALTFLEET HIGH SCHOOL,5041,35250180,1177
1654,SCARBOROUGH CENTRE FOR ALTERNATIVE STUDIES,532,35203444,375
2317,SCARLETT HEIGHTS ENTREPRENEURIAL ACADEMY,343,35202998,227
1175,SCHOOL OF EXPERIENTIAL EDUCATION,350,35204428,47
2318,SCHOOL OF LIFE EXPERIENCE,264,35200583,133
530,GARY ALLAN HIGH SCHOOL - BURLINGTON,4124,35240792,370
E0543,E C DURY HIGH SCHOOL (I CHANGED),4124,35240792,216
745,GARY ALLAN HIGH SCHOOL - OAKVILLE,4030,35240189,138
8496,ALLISTON LEARNING CENTRE,8551,35430830,38
7325,SHERWOOD SECONDARY SCHOOL,5114,35250354,1014
1177,SILVERTHORN COLLEGIATE INSTITUTE,325,35204098,864
3521,SINCLAIR SECONDARY SCHOOL,1117,35181095,1689
7326,SIR ALLAN MACNAB SECONDARY SCHOOL,5139,35250088,1101
7217,SIR JOHN A MACDONALD SECONDARY SCHOOL,5195,35250419,1015
1039,SIR JOHN A MACDONALD COLLEGIATE INSTITUTE,587,35200196,1064
522,SIR OLIVER MOWAT COLLEGIATE INSTITUTE,570,35203726,1097
S850,SIR JOHN A MACDONALD SECONDARY SCHOOL,7001,35301016,1015
1657,SIR ROBERT L BORDEN BUSINESS & TECHNICAL INSTITUTE,559,35204290,165
1658,SIR WILFRID LAURIER COLLEGIATE INSTITUTE,554,35203315,1413
179,SIR WILLIAM MULOCK SECONDARY SCHOOL,2602,35191031,1223
1041,SIR WILLIAM OSLER HIGH SCHOOL,597,35200092,246
7329,SIR WINSTON CHURCHILL SECONDARY SCHOOL,5151,35250744,903
8291,SIR WINSTON CHURCHILL SECONDARY SCHOOL,6042,35260739,903
8213,SOUTH LINCOLN HIGH SCHOOL,6032,35260772,269
S755,SOUTHWOOD SECONDARY SCHOOL,7237,35300650,804
397,HAROLD M BRATHWAITE SECONDARY SCHOOL,3417,35211763,1135
2159,GREENWOOD SECONDARY SCHOOL,264,35200583,245
1371,ST ANDREWS SECONDARY SCHOOL,229,35202615,91
8295,ST CATHARINES COLLEGIATE INSTITUTE AND VOCATIONAL,6042,35260449,678
8136,STAMFORD COLLEGIATE SECONDARY SCHOOL,6042,35260058,737
C420,STAYNER COLLEGIATE INSTITUTE,8555,35430866,331
1045,STEPHEN LEACOCK COLLEGIATE INSTITUTE,594,35204085,679
C431,STOUFFVILLE DISTRICT SECONDARY SCHOOL,2709,35190982,1253
432,STEPHEN LEWIS SECONDARY SCHOOL,2128,35191314,1337
5606,STREETSVILLE SECONDARY SCHOOL,3715,35210615,899
2393,SUBWAY ACADEMY I,274,35200719,158
178,SUBWAY ACADEMY II,68,35200897,106
4462,SUTTON DISTRICT HIGH SCHOOL,2868,35191150,579
A234,DUFFERIN CENTER FOR CONTINUING EDUCATION ,,35220125,64
5714,WESTSIDE SECONDARY SCHOOL,8401,35220104,902
2401,THE STUDENTS SCHOOL,125,35201294,115
1442,THISTLETOWN COLLEGIATE INSTITUTE,366,35201846,603
6351,THOMAS A BLAKELOCK HIGH SCHOOL,4006,35240578,1125
8971,THOMAS A STEWART SECONDARY SCHOOL,8851,35150127,937
4529,THORNHILL SECONDARY SCHOOL,2353,35190379,1155
4530,THORNLEA SECONDARY SCHOOL,2362,35190397,744
8347,THOROLD SECONDARY SCHOOL,6042,35260493,584
5613,THOMAS L KENNEDY SECONDARY SCHOOL,3867,35211983,638
E0022,T.L. KENNEDY SECONDARY SCHOOL,,35211983,638
8796,TWIN LAKES SECONDARY SCHOOL,8681,35431166,852
3445,UXBRIDGE SECONDARY SCHOOL,1318,35180038,1222
204,URSULA FRANKLIN ACADEMY,125,35201294,485
4610,UNIONVILLE HIGH SCHOOL,2387,35191106,1648
2417,VAUGHAN ROAD ACADEMY,175,35202230,285
4532,VAUGHAN SECONDARY SCHOOL,2122,35190352,1202
1388,VICTORIA PARK COLLEGIATE INSTITUTE,234,35200417,1381
1698,W A PORTER COLLEGIATE INSTITUTE,528,35203527,1298
9104,SCARBOROUGH ACADEMY FOR TECHNOLOGY ENVIRONMENT &,,35203527,1249
1404,WILLIAM LYON MACKENZIE COLLEGIATE INSTITUTE,427,35202109,1269
8550,BARRIE ADULT LEARNING CENTRE,8501,35431058,86
7604,WATERDOWN DISTRICT HIGH SCHOOL,5229,35250892,1205
S756,WATERLOO COLLEGIATE INSTITUTE,7001,35300066,1298
S665,WATERLOO - OXFORD DSS,7001,35300776,1040
5627,WEST CREDIT SECONDARY SCHOOL,3719,35211597,508
2523,WEST HILL COLLEGIATE INSTITUTE,560,35203656,733
386,MAPLE HIGH SCHOOL,2098,35191297,1152
2423,WEST HUMBER COLLEGIATE INSTITUTE,373,35201852,1001
7369,WESTDALE SECONDARY SCHOOL,5203,35250503,1398
2426,WESTERN TECHNICAL & COMMERCIAL SCHOOL,,35201294,1040
8139,WESTLANE SECONDARY SCHOOL,6042,35260118,639
7370,WESTMOUNT SECONDARY SCHOOL,5104,35250526,1493
4535,WESTMOUNT COLLEGIATE INSTITUTE,2127,35190285,1257
2621,WESTON COLLEGIATE INSTITUTE,134,35204421,874
A034,ECOLE SECONDAIRE TORONTO OUEST,107,35200952,133
1391,WESTVIEW CENTENNIAL SECONDARY SCHOOL,389,35202066,939
2603,CENTRAL ETOBICOKE HIGH SCHOOL,347,35201717,156
5500,LINCOLN M ALEXANDER SECONDARY SCHOOL,3629,35211409,1021
1702,WEXFORD COLLEGIATE INSTITUTE,505,35200430,874
6353,WHITE OAKS ELEMENTARY SCHOOL,4030,35240189,1865
6354,WHITE OAKS SECONDARY SCHOOL,,35240189,1865
1394,WINDFIELDS SECONDARY SCHOOL,,35200384,142
S477,WINDFIELDS JUNIOR HIGH SCHOOL,230,35200384,142
1706,WINSTON CHURCHILL COLLEGIATE INSTITUTE,509,35203541,624
1707,WOBURN COLLEGIATE INSTITUTE,494,35203362,1060
C365,PEEL ALTERNATIVE SCHOOL,3719,35210593,39
4727,WOODBRIDGE COLLEGE,2041,35190211,642
1395,WOODBINE JUNIOR HIGH SCHOOL,481,35204028,113
5612,WOODLANDS SECONDARY SCHOOL,3664,35210896,994
1111,YORK HUMBER HIGH SCHOOL,131,35204232,225
2439,YORK MEMORIAL COLLEGIATE INSTITUTE,151,35201213,895
1397,YORK MILLS COLLEGIATE INSTITUTE,230,35200377,1035
9524,YORKDALE ADULT LEARNING SCHOOL,157,35202140,387
1402,ZION HEIGHTS SECONDARY SCHOOL,469,35202453,1329
C364,PEEL ALTERNATIVE SCHOOL SOUTH,3649,35210356,183
E0559,SOUTH-EAST YEAR-ROUND ALTERNATIVE CENTRE,532,35203444,99
620,STEPHEN LEWIS SECONDARY SCHOOL,3809,35211856,1531
543,RICHMOND GREEN SECONDARY SCHOOL,2259,35190768,1240
E0428,CRAIG KIELBURGER SECONDARY SCHOOL,4109,35240931,1499
A019,ORILLIA SECONDARY SCHOOL,8681,35431209,1063
467,KAWARTHA PINE RIDGE DISTRICT SCHOOLBOARD,8851,35150140,0
7269,HILL PARK SECONDARY SCHOOL (SUMMER),5116,35250536,0
S214,DUFFERIN PEEL DISTRICT CATHOLIC SCHOOL BOARD,,35210261,0
5588,DUFFERIN-PEEL IL-ELEMENTARY (CONTINUING EDUCATION),3641,35210392,0
E0286,LINDSAY ADULT EDUCATION AND TRAINING CENTRE,,35160133,0
9418,ST LOUIS ADULT LEARNING CTR ON YONGE ST (CONTINUING EDU),7001,35300381,0
C129,COMMUNITY EDUCATION CENTRE - PETERBOROUGH,,35150127,0
9002,ST JOHN ADULT LEARNING CENTRE (CONTINUING EDU),6042,35260440,0
592,ST GABRIEL ADULT LEARNING CENTRE (CONTINUING EDU),3629,35211105,0
S196,YORK CATHOLIC DISTRICT SCHOOL BOARD,,35190147,0
A113,NEW DAWN ALTERNATIVE EDUCATION,,35300112,0
9052,WELLINGTON COUNTY CONTINUING EDUCATION,,35230387,0
8131,ST ANN ADULT LEARNING CENTRE (I CHANGED),6042,35260076,0
144,FATHER PATRICK H FOGARTY (CONTINUING EDUCATION),6257,35260743,0
52,BRANT HALDIMAND NORFOLK CONTINUING ED CATH SCH BD,,35290136,0
9628,MOHAWK COLLEGE - BRANTFORD CAMPUS & SNP STEAM ACADEMY,8901,35290111,0
683,GREGORY SCHOOL FOR EXCEPTIONAL LEARNING,5059,35250150,11
C370,PHOENIX MONTESSORI SCHOOL (ADD CHANGED),287,35204685,34
A290,MAC MAPLE GROVE SCHOOL,,35300367,213
934,TORONTO MONTESSORI SCHOOL,2251,35190444,0
5732,KW MONTESSORI SCHOOL (ADD CHANGED),7001,35300098,20
E0312,THE STUDY ACADEMY,210,35202910,61
788,SATHYA SAI SCHOOL OF CANADA,503,35203566,186
C475,VOICE INTERMEDIATE SCHOOL = VOICE INTEGRATIVE PRIVATE SCHOOL,15,35203175,81
E0156,PEOPLES CHRISTIAN ACADEMY - MARKHAM,2375,35190749,385
E0532,RUTHERFORD PRIVATE SCHOOL AND DAYCARE,2109,35190261,80
A025,HIGH PARK DAY SCHOOL,124,35201491,27
S735,OUR LADY OF MOUNT CARMEL ACADEMY (I CHANGED),7001,35301026,63
A229,UMMATI ELEMENTARY SCHOOL - OSHAWA,,35180184,70
778,TRINITY MONTESSORI SCHOOL,2384,35190749,74
5482,HOLY NAME OF MARY SECONDARY SCHOOL - MISSISSAUGA,3651,35210722,239
953,CRESTWOOD PREPARATORY COLLEGE,234,35200417,419
1247,CRESTWOOD COLLEGE,,35200417,419
555,THE DRAGON ACADEMY,,35201039,62
1257,YESHIVA DARCHEI TORAH,423,35202152,77
823,THE MISSISSAUGA CHILDREN MONTESSORI PRIVATE SCHOOL,3720,35212120,0
8151,"COLONEL JOHN BUTLER PUBLIC SCHOOL (CLOSED, NOW IS VIRGIL OLD COLONY CHRISTIAN SCHOOL)",6042,35260013,127
787,KHAIRUL UMMAH SCHOOL (I CHANGED),530,35203482,323
414,KINGS CHRISTIAN COLLEGIATE,4183,35240720,601
E0558,ISNA HIGH SCHOOL,3614,35210732,216
A141,WESTSIDE MONTESSORI SCHOOL,,35201437,30
C262,LA CITADELLE INTERNATIONAL ACADEMY OF ARTS & SCIENCE,236,35202760,139
S279,SHMUEL ZAHAVY CHEDER CHABAD (ADD CHANGED),2141,35190304,192
E0529,AL-RISALA ACADEMY - DUNDAS AND DIXIE,3660,35210345,195
A404,GUILDING LIGHT ACADEMY,,35210615,34
E0584,MAINGATE ACADEMY,3700,35212021,172
E0228,HOWLETT ACADEMY,71,35201034,52
A378,WALI UL ASR SCHOOL BRAMPTON,,35212137,183
357,MONTESSORI JEWISH DAY SCHOOL OF TORONTO,425,35202405,89
1103,COMMUNITY HEBREW ACADEMY OF TORONTO,428,35202102,449
E0155,KENDELLHURST ACADEMY GRADE SCHOOL,3836,35210612,93
138,MAPLE GROVE PAROCHIAL SCHOOL,7001,35300768,21
E0283,MISSING LINKS ACADEMY,4062,35240534,22
5716,MAPLES INDEPENDENT COUNTRY SCHOOL,,35220130,56
6163,WOODVIEW CHILDRENS CENTRE,4091,35240403,23
435,TRAFALGAR RIDGE MONTESSORI SCHOOL,4034,35240816,77
423,J ADDISON PRIVATE SCHOOL (ADD CHANGED),2375,35190749,128
E0310,VAUGHAN COLLEGE,2072,35191257,36
E0071,FUTURE SKILLS HIGH SCHOOL,448,35202431,109
E0078,YESHIVA GEDOLAH OF TORONTO - FAIRHOLME,183,35202278,10
1411,"KENT SENIOR PUBLIC SCHOOL (CLOSED, NOW IS DEUTSCHE SCHULE TORONTO)",101,35203841,56
C077,BLYTH ACADEMY - THORNHILL,,35190385,95
E0442,DEARCROFT MONTESSORI SCHOOL,4017,35240204,111
S193,TIFERES BAIS YAAKOV HIGH SCHOOL,192,35202321,125
E0427,DON VALLEY ACADEMY,441,35202599,65
577,GREENWOOD COLLEGE SCHOOL,216,35202919,429
9234,WILDWOOD ACADEMY,4023,35240134,56
A261,ALMANARAT HEIGHTS ISLAMIC SCHOOL,,35210609,0
E0355,ELLESMERE MONTESSORI SCHOOL,504,35203575,40
A065,PT MONTESSORI SCHOOL,137,35201951,47
C441,TAPPLY BINET COLLEGE,5059,35251010,20
C310,MINDTECH MONTESSORI SCHOOL - NORTH CAMPUS,2438,35191166,163
621,YMCA ACADEMY,,35204882,62
195,CANADA CHRISTIAN ACADEMY,3368,35211264,46
843,OLIVE GROVE SCHOOL,3633,35210438,721
9480,KENNEDY MONTESSORI,2424,35190675,30
C074,BLYTH ACADEMY - YORKVILLE,46,35204598,189
582,MINDTECH MONTESSORI SCHOOL - EAST CAMPUS,2454,35191292,46
630,HUDSON COLLEGE,164,35201139,251
904,BEACON HOUSE INTERNATIONAL COLLEGE,3867,35211983,32
A437,ONTARIO INTERNATIONAL COLLEGE,,35204267,61
E0097,AVALON CHILDRENS MONTESSORI,540,35203244,61
405,BROOKLIN MILL MONTESSORI SCHOOL,1106,35181217,91
A123,BLYTH ACADEMY â€“ WHITBY,,35180256,73
C378,QUEENS COLLEGIATE,335,35201762,20
A075,KHALSA SCHOOL MALTON,3627,35211696,362
E0102,BLYTH ACADEMY,45,35201041,0
E0601,ALBORZ EDUCATIONAL CENTRE,446,35204144,61
C403,SENECA COLLEGE - SCARBOROUGH & NEW ORIENTAL INTERNATIONAL COLLEGE,599,35200094,159
635,RICHMOND HILL CHRISTIAN ACADEMY - BAYVIEW CAMPUS,2245,35190488,357
9608,BRIGHTON SCHOOL,238,35202704,72
E0392,SUON INTERNATIONAL ACADEMY,135,35201940,181
A165,OXFORD COLLEGE,,35150111,54
A443,OXFORD COLLEGE OF CANADA,,35204195,54
C036,AL ASHRAF ISLAMIC SCHOOL = AL-QASIM ACADEMY,512,35204298,0
C470,UNITY CHRISTIAN HIGH SCHOOL,8501,35431015,69
A064,NORTH AMERICAN MUSLIM FOUNDATION ISLAMIC ACADEMY,,35200094,124
5224,WALDEN INTERNATIONAL SCHOOL (I CHANGED),3429,35212176,0
S178,JAAMIAH AL ULOOM AL ISLAMIYYAH / ISLAMIC FOUNDATION SCHOOL - DURHAM,1059,35181177,98
C439,SUN RISE MONTESSORI SCHOOL,2395,35190747,164
2450,UNIVERSITY OF TORONTO SCHOOLS,70,35204157,756
A054,AL HIDAYAH ACADEMY INC,,35204479,124
E0548,ISLAMIC SOCIETY OF MARKHAM,2428,35190698,62
638,DURHAM ELEMENTARY PRIVATE SCHOOL,1201,35180118,72
A074,OXFORD LEARNING CENTRE SCHOOL ,,35240059,36
S825,WATERLOO INDEPENDENT SECONDARY SCHOOL,,35300682,20
C056,ARROWSMITH SCHOOL PETERBOROUGH (ADD CHANGED),8851,35150306,34
A188,WESTMINSTER CLASSICAL CHRISTIAN ACADEMY,,35201358,47
693,SHERWOOD HEIGHTS SCHOOL-KENNEDY CAMPUS,3693,35211044,264
E0526,BROOKLYN COLLEGE - NORTH YORK,231,35200389,138
S717,THREE BRIDGES PUBLIC SCHOOL = THREE BRIDGES OLD COLONY CHRISTIAN SCHOOL,7001,35300908,0
A163,KENDALWOOD MONTESSORI AND ELEMENTARY SCHOOL,,35180248,107
E0041,HIGHER MARKS EDUCATIONAL INSTITUTE,72,35201061,41
A118,EVEREST ACADEMY,,35190288,165
916,ALGONQUIN CAREERS ACADEMY,3862,35210815,10
643,MARKHAM ALTERNATE EDUCATION PROGRAM,,35190609,0
845,TRIOS COLLEGE-MISSISSAUGA (CITY CENTRE DR) & CAREERQUEST-VAUGHAN,3851,35210888,10
8736,"THOR PRIVATE ELEMENTARY SCHOOL (CLOSED, NOW IS THORNTON ACADEMY)",8559,35431328,0
C091,CANADIAN NOBEL ACADEMY,447,35202499,100
E0460,ROYALCREST ACADEMY,2108,35191289,130
S066,KINGSTON COLLEGE = TORONTO INTERNATIONAL COLLEGIATE,2396,35190747,0
911,WHITBY MONTESSORI SCHOOL,1123,35181161,112
E0510,MAKKI ISLAMIC LEARNING CENTRE,3511,35210109,274
A110,STERLING EDUCATION,,35240483,84
1714,MADINATUL-ULOOM ISLAMIC SCHOOL / EXCEL HIGH SCHOOL,612,35203623,22
1551,FH INTERNATIONAL HIGH SCHOOL,,35203954,0
C339,NILE ACADEMY ELEMENTARY SCHOOL,403,35201868,245
8273,"MAYWOOD PUBLIC SCHOOL (CLOSED, NOW IS MAC NIAGARA ISLAMIC SCHOOL)",6042,35260395,0
458,PATHWAY EDUCATION SERVICE,7001,35300376,20
8152,ROYAL ELITE INTERNATIONAL ACADEMY (I CHANGED),6042,35260008,101
C116,CENTURY MONTESSORI SCHOOLS,2236,35190515,20
7131,DUNDAS VALLEY MONTESSORI SCHOOL (I CHANGED),5205,35250830,107
A390,FOUNDATION CHRISTIAN SCHOOL,,35300746,97
A479,ALHUDA ELEMENTARY SCHOOL,,35212112,164
S322,SOMMERVILLE MANOR PRIVATE SCHOOL & AL HUDA ELEMENTARY SCHOOL,3671,35212112,164
A481,KISOMO LEARNING CENTRE,,35204414,32
1715,WHITEFIELD CHRISTIAN SCHOOL,615,35204710,246
5401,BRONTE COLLEGE OF CANADA,3632,35210764,417
9422,SUNSHINE MONTESSORI,7001,35300354,212
S419,NORTHMOUNT SCHOOL,236,35204278,90
S411,CORNERSTONE MONTESSORI PREPARATORY SCHOOL,68,35200898,88
696,TRILLIUM MONTESSORI SCHOOL,2401,35190636,218
A140,ELLINGTON MONTESSORI SCHOOL,,35200221,68
514,HITHERFIELD PRIVATE SCHOOL,4137,35240635,40
865,PEEL MONTESSORI SCHOOL,3879,35210396,47
C222,GUILDWOOD VILLAGE MONTESSORI SCHOOL,569,35203687,49
8315,HERITAGE CHRISTIAN SCHOOL,,35260278,629
S153,WESLEY CHRISTIAN ACADEMY,2431,35190623,264
420,HUMBERSIDE MONTESSORI SCHOOL,125,35201485,269
C254,JAAMIAH AL ULOOM AL ISLAMI / AL-MADRASAH AL-INAMIYYAH PRIVATE SCHOOL,1088,35180586,33
783,BANNOCKBURN SCHOOL,194,35202392,65
C291,MARY MOTHER OF GOD PRIVATE SCHOOL,110,35201331,91
S077,LINDEN SCHOOL,204,35204506,92
1161,MADRESATUL BANAAT ALMUSLIMAAT,,35204479,333
S392,MUSLIM GIRLS HIGH SCHOOL,356,35204479,333
1713,ISLAMIC FOUNDATION SCHOOL,612,35203623,726
4342,ACADEMY FOR GIFTED CHILDREN (PACE),2223,35190780,311
E0063,ISLAMIC SCHOOL OF CAMBRIDGE,7237,35300557,105
A073,UXBRIDGE MONTESSORI SCHOOL,,35180018,46
717,RICHMOND HILL MONTESSORI SCHOOL & ELEMENTARY PRIVATE SCHOOL,2245,35190455,561
A068,COUNTRYSIDE MONTESSORI,3191,35211196,109
S406,KINGS COLLEGE SCHOOL,3198,35211605,27
5131,AL IMAN SCHOOL,3331,35211883,49
S229,MCDONALD INTERNATIONAL ACADEMY - DOWNTOWN CAMPUS,44,35202817,177
S255,COLIN MACDONALD ALTERNATIVE SCHOOL (ADD CHANGED),5198,35250679,28
9625,KOINONIA CHRISTIAN ACADEMY,7001,35300943,67
4501,AS-SADIQ ISLAMIC SCHOOL,2131,35191322,613
E0403,NEW COVENANT CHURCH SCHOOL,491,35203954,49
C342,NORTH TORONTO CHRISTIAN SCHOOL,484,35204905,408
C080,BRAEMAR INTERNATIONAL COLLEGE,68,35200896,214
E0320,WHITE OAKS MONTESSORI SCHOOL - VANIER CAMPUS,3646,35210739,77
9081,WELLINGTON HALL ACADEMY,8301,35230418,38
S078,LYCEE FRANCAIS DE TORONTO,176,35202234,489
813,ROSEDALE DAY SCHOOL,47,35204603,114
325,GUELPH MONTESSORI SCHOOL,8001,35230094,66
192,TORONTO CHEDER,440,35202401,303
E0627,ATTERCLIFFE CANADIAN REFORMED ELEMENTARY SCHOOL,6032,35260782,143
C256,KHALSA COMMUNITY SCHOOL,3373,35211143,1106
C453,THREE FISHES CHRISTIAN ELEMENTARY SCHOOL,492,35204126,54
S614,MEADOW GREEN ACADEMY,3655,35210838,58
A281,COUNTRY GARDEN MONTESSORI ACADEMY,,35191090,92
586,UNIONVILLE MONTESSORI SCHOOL,2412,35191204,945
527,BRAEMAR HOUSE SCHOOL,8901,35290134,107
438,MADINATUL ULOOM ACADEMY,491,35203954,375
E0277,ADELFIHAS CHRISTIAN ACADEMY,394,35202098,21
8440,TRILLIUM WALDORF SCHOOL,8001,35230489,168
S941,KINDERKOLLEGE ELEMENTARY SCHOOL (I CHANGED),3357,35211472,20
360,TORONTO HESCHEL SCHOOL,426,35202112,253
5225,MARANATHA CHRISTIAN ACADEMY,3372,35211152,49
E0464,METAMORPHOSIS GREEK ORTHODOX SCHOOL,236,35202760,239
353,BAIS CHAYA MUSHKA SCHOOL FOR GIRLS,394,35202098,225
8959,PEEL ADVENTIST ELEMENTARY,3006,35210018,92
8976,WAYSIDE ACADEMY,,35150305,32
1711,AL AZHAR ISLAMIC SCHOOL,614,35200050,55
S179,GAP ACADEMY,133,35204415,10
E0262,TRILLIUM COLLEGE - TORONTO CHURCH STREET & ABELARD CENTRE FOR EDUCATION,41,35204580,42
767,CLANMORE MONTESSORI SCHOOL,4020,35240147,144
424,LYNN ROSE HEIGHTS PRIVATE SCHOOL,3720,35212121,211
C341,NORTHSTAR MONTESSORI SCHOOL,3698,35212021,200
532,IQRA ISLAMIC SCHOOL,3693,35212021,199
S225,FIELDSTONE DAY SCHOOL,178,35202284,96
311,THE CHILDRENS MONTESSORI SCHOOL,8851,35150114,113
E0380,PRETTY RIVER ACADEMY,8555,35430899,80
836,SALAHEDDIN ISLAMIC,531,35203451,323
E0300,NEW HAVEN LEARNING CENTRE,298,35201595,40
E0440,LEE ACADEMY,,35250902,148
E0572,ISLAMIC SCHOOL OF HAMILTON,5052,35250992,195
S603,STAR ACADEMY,3649,35210352,53
1008,AGINCOURT MONTESSORI SCHOOL,603,35200218,20
6355,AL FALAH ISLAMIC SCHOOL,4049,35240720,257
A138,TAIE INTERNATIONAL  INSTITUTE,,35204587,160
92,ST THOMAS OF VILLANOVA COLLEGE SCHOOL,2667,35190157,561
8554,KEMPENFELT BAY SCHOOL,8501,35431321,109
9229,PHILOPATEER CHRISTIAN COLLEGE,3611,35210239,325
496,NORTH HILL PRIVATE SCHOOL,2072,35191255,93
358,PAUL PENNA DOWNTOWN JEWISH DAY SCHOOL,73,35201031,143
C122,CITY ACADEMY,201,35202928,83
2282,BNOS BAIS YAAKOV HIGH SCHOOL,192,35202321,82
190,BAIS CHOMESH HIGH SCHOOL FOR GIRLS,181,35204805,83
9465,TALC ACADEMY,4087,35240335,42
794,KEW PARK MONTESSORI,266,35203219,90
E0255,PATHWAYS ACADEMY AND EARLY LEARNING CENTRE,6042,35260639,69
S194,KOHAI EDUCATIONAL CENTRE,211,35203984,42
S284,ROBERT LAND ACADEMY,6032,35260808,91
8507,HERITAGE CHRISTIAN SCHOOL,8501,35430679,91
E0250,CENTRAL BAPTIST ACADEMY,8901,35290136,184
S110,REHOBOTH CHRISTIAN SCHOOL,5177,35250899,380
1114,YORK SCHOOL,203,35202788,381
A258,MAC AL-FURQAN SCHOOL,,35204863,20
